q seq id	s seq id	percent id	length	mismatch	gap open	q start	q end	s start	s end	e-value	bit score 																																												
D2JLS5_GIBPU	NODE_334_37959_cov_13.731233	97.183	71	2	0	1	71	23628	23416	9.36E-41	140																																												
D2JLS6_9HYPO	NODE_334_37959_cov_13.731233	97.183	71	2	0	1	71	23628	23416	9.36E-41	140																																												
D2JLS7_FUSSP	NODE_334_37959_cov_13.731233	97.183	71	2	0	1	71	23628	23416	9.36E-41	140																																												
D2JLS8_9HYPO	NODE_334_37959_cov_13.731233	97.183	71	2	0	1	71	23628	23416	9.36E-41	140																																												
D2JLS9_9HYPO	NODE_334_37959_cov_13.731233	97.183	71	2	0	1	71	23628	23416	9.36E-41	140																																												
D3JMX4_9PEZI	NODE_46_136539_cov_14.398198	44.444	36	7	1	1	23	98660	98553	8.03E-04	33.1																																												
D3JMY0_9PEZI	NODE_46_136539_cov_14.398198	44.444	36	7	1	1	23	98660	98553	8.03E-04	33.1																																												
D3YIG6_SPOSC	NODE_199_59878_cov_14.302054	78.511	591	104	3	1	574	5300	7054	0	890																																												
D4AUT8_ARTBC	NODE_348_35299_cov_12.935659	39.809	314	146	12	277	557	23473	22562	2.52E-41	162																																												
DHH1_CRYNV	NODE_34_150389_cov_13.990497	77.429	350	78	1	1	350	29298	28252	0	567																																												
DNLI4_CANAL	NODE_12_197614_cov_14.624102	30.566	831	465	23	1	753	170267	167877	2.40E-107	365																																												
DPP4_ARTBC	NODE_286_43607_cov_14.686339	39.281	723	390	22	1	685	3848	1713	6.62E-137	446																																												
DPP4_ARTOC	NODE_286_43607_cov_14.686339	40.058	689	373	19	36	694	3689	1653	2.89E-143	464																																												
DPP4_ARTOT	NODE_286_43607_cov_14.686339	40.058	689	373	19	36	694	3689	1653	2.89E-143	464																																												
DPP4_ASPFC	NODE_286_43607_cov_14.686339	40.923	672	364	19	35	684	3689	1707	1.39E-136	444																																												
DPP4_ASPFU	NODE_286_43607_cov_14.686339	40.923	672	364	19	35	684	3689	1707	3.86E-137	446																																												
DPP4_TRIEQ	NODE_286_43607_cov_14.686339	40.746	670	363	18	36	682	3689	1713	1.07E-139	454																																												
DPP4_TRIRU	NODE_286_43607_cov_14.686339	40.597	670	364	17	36	682	3689	1713	3.07E-136	444																																												
DPP4_TRITO	NODE_286_43607_cov_14.686339	41.431	671	357	20	36	682	3689	1713	3.40E-143	464																																												
DPP4_TRIVH	NODE_286_43607_cov_14.686339	38.003	721	377	21	1	660	3848	1713	8.50E-128	418																																												
DPP5_ARTBC	NODE_44_138504_cov_15.069614	41.39	662	353	16	3	640	31877	33829	1.22E-152	489																																												
DPP5_ARTOC	NODE_44_138504_cov_15.069614	41.239	662	354	16	3	640	31877	33829	2.00E-155	497																																												
DPP5_ARTOT	NODE_44_138504_cov_15.069614	41.088	662	355	16	3	640	31877	33829	1.01E-153	492																																												
DPP5_TRIEQ	NODE_44_138504_cov_15.069614	41.39	662	353	16	3	640	31877	33829	6.79E-151	484																																												
DPP5_TRIRU	NODE_44_138504_cov_15.069614	41.692	662	351	16	3	640	31877	33829	2.08E-154	494																																												
DPP5_TRITO	NODE_44_138504_cov_15.069614	41.541	662	352	16	3	640	31877	33829	8.38E-152	486																																												
DPP5_TRIVH	NODE_44_138504_cov_15.069614	41.239	662	354	16	3	640	31877	33829	9.59E-152	486																																												
E2GKZ3_CANGB	NODE_371_31933_cov_13.923442	67.016	1716	536	11	3	1703	1035	6137	0	2327																																												
E2GKZ4_CANGB	NODE_371_31933_cov_13.923442	67.075	1716	535	11	3	1703	1035	6137	0	2350																																												
E9P8N4_YEASX	NODE_702_3864_cov_12.440728	36.893	103	64	1	1	103	697	1002	2.22E-17	77.4																																												
E9R5E2_ASPFU	NODE_199_59878_cov_14.302054	84.274	585	68	3	1	561	5300	7054	0	946																																												
ECM14_ARTOC	NODE_29_160212_cov_14.223950	47.896	499	227	9	1	484	142525	143967	2.77E-134	431																																												
EIF3G_COCIM	NODE_59_122243_cov_14.689820	60.479	167	60	3	1	161	11687	11187	2.50E-69	153																																												
ERG2_USTMA	NODE_121_88035_cov_15.589787	35.968	253	84	5	2	181	21523	20780	2.14E-35	130																																												
F2QLB5_PICP7	NODE_21_179562_cov_13.856455	55.682	176	56	1	1	154	1070	1597	2.26E-60	204																																												
F2QLQ3_PICP7	NODE_104_94988_cov_14.777327	56.25	256	91	3	1	236	9333	10097	3.53E-86	279																																												
F2QNI1_PICP7	NODE_41_143367_cov_14.501620	40.223	179	105	1	2	180	127156	126626	1.55E-35	131																																												
F2QP58_PICP7	NODE_413_27425_cov_13.694153	63.317	199	70	1	51	246	20332	20928	1.69E-79	260																																												
F2QP90_PICP7	NODE_38_146689_cov_14.597099	45.902	244	127	3	68	306	120492	121223	8.97E-51	180																																												
F2QQR4_PICP7	NODE_618_7841_cov_11.698341	56.786	280	108	4	86	363	3224	2418	1.38E-102	327																																												
F2QQX0_PICP7	NODE_46_136539_cov_14.398198	39.572	748	390	19	219	917	99224	97020	9.95E-150	527																																												
F2QRC5_PICP7	NODE_66_119985_cov_14.533123	64.151	265	89	2	1	259	15680	14886	9.00E-111	350																																												
F2QRL6_PICP7	NODE_459_22408_cov_12.085005	48.684	304	136	4	23	308	18921	19826	2.22E-75	253																																												
F2QRR7_PICP7	NODE_15_191686_cov_14.836928	61.321	106	41	0	1	106	149458	149775	3.39E-39	138																																												
F2QSG4_PICP7	NODE_199_59878_cov_14.302054	57.958	578	212	3	12	562	5333	7054	0	637																																												
F2QT01_PICP7	NODE_83_109700_cov_14.776177	60.104	193	37	2	1	153	80425	79847	1.29E-68	224																																												
F2QTQ4_PICP7	NODE_217_56212_cov_13.670982	31.175	417	188	12	1	323	16630	17865	3.78E-51	182																																												
F2QU09_PICP7	NODE_141_80488_cov_14.851060	61.587	315	121	0	1	315	40487	39543	2.90E-129	417																																												
F2QU35_PICP7	NODE_156_75747_cov_12.675231	56.25	400	174	1	12	410	67764	68963	3.77E-142	449																																												
F2QUE7_PICP7	NODE_30_159743_cov_14.519641	42.177	147	69	2	150	281	24558	24995	3.93E-43	114																																												
F2QUN0_PICP7	NODE_869_850_cov_2.705394	29.891	184	112	6	234	416	2	505	9.65E-17	80.1																																												
F2QUN7_PICP7	NODE_70_117556_cov_13.971685	42.577	357	189	5	6	359	27198	26167	1.17E-87	290																																												
F2QVD9_PICP7	NODE_48_131031_cov_15.589982	64.286	168	55	1	1	163	62792	63295	8.68E-65	214																																												
F2QVG2_PICP7	NODE_234_53533_cov_14.336704	27.194	695	346	17	1	546	36274	38325	9.55E-66	233																																												
F2QVP7_PICP7	NODE_338_36792_cov_13.976217	31.369	628	379	18	15	600	20826	18973	3.09E-73	256																																												
F2QW56_PICP7	NODE_2_339980_cov_14.749374	69.588	388	113	2	1	384	128836	127676	0	563																																												
F2QWJ6_PICP7	NODE_61_121985_cov_14.507197	31.28	617	379	14	1	581	43991	42168	8.32E-83	283																																												
F2QWL8_PICP7	NODE_461_22286_cov_13.662259	55.689	334	130	1	7	322	12057	13058	7.66E-123	388																																												
F2QX13_PICP7	NODE_524_14745_cov_16.881105	86.842	76	10	0	2	77	13053	12826	4.99E-46	141																																												
F2QX35_PICP7	NODE_169_68952_cov_15.493600	39.267	382	168	9	186	544	13300	12278	2.33E-64	229																																												
F2QX91_PICP7	NODE_77_112640_cov_15.584235	44.915	236	114	5	7	230	54	749	1.34E-55	191																																												
F2QXA8_PICP7	NODE_13_196270_cov_15.134784	77.273	44	10	0	1	44	914	1045	2.94E-33	82																																												
F2QXE1_PICP7	NODE_226_55105_cov_14.202536	52.155	232	98	4	122	350	52696	53361	1.32E-54	201																																												
F2QXJ4_PICP7	NODE_646_6234_cov_12.168168	64.469	273	76	3	6	257	87	905	3.61E-113	357																																												
F2QYD1_PICP7	NODE_588_9167_cov_12.713717	41.913	575	274	16	134	669	1813	3474	1.02E-118	392																																												
F2QZK0_PICP7	NODE_46_136539_cov_14.398198	44.853	408	195	8	1	382	104641	105852	6.98E-111	357																																												
F2QZS1_PICP7	NODE_156_75747_cov_12.675231	46.207	435	226	4	1	434	67818	69101	1.58E-114	369																																												
F2QZT0_PICP7	NODE_368_32152_cov_14.478002	38.915	645	324	14	1	584	16106	18013	6.56E-129	417																																												
F2QZW6_PICP7	NODE_148_78349_cov_15.870305	48.649	185	59	3	1	156	11886	12419	3.53E-47	163																																												
F2R001_PICP7	NODE_24_168725_cov_14.737185	30.357	168	74	5	190	322	115426	114947	9.35E-15	78.2																																												
F2R086_PICP7	NODE_157_75655_cov_15.424637	58.784	296	117	4	14	306	7063	7944	5.97E-110	350																																												
F2R0D0_PICP7	NODE_316_39867_cov_13.804882	51.064	94	46	0	3	96	14138	13857	5.25E-25	97.1																																												
F2VWT6_COLGL	NODE_391_29751_cov_15.088206	80.952	21	4	0	1	21	29390	29452	1.78E-08	45.8																																												
F2Z6H2_CANGB	NODE_48_131031_cov_15.589982	52.414	290	115	5	327	612	92262	93074	8.44E-91	308																																												
F4YXH8_CLALS	NODE_371_31933_cov_13.923442	78.641	515	108	2	2	515	2616	4157	0	807																																												
F4YXH9_PICGM	NODE_371_31933_cov_13.923442	66.473	1721	538	13	13	1715	1038	6137	0	2269																																												
F5A663_9PEZI	NODE_371_31933_cov_13.923442	83.952	1078	168	3	1	1077	1971	5192	0	1866																																												
F5HAA8_CRYNB	NODE_338_36792_cov_13.976217	65.033	449	153	3	42	489	2917	1580	0	613																																												
F6K8L5_CRYNV	NODE_61_121985_cov_14.507197	42.222	180	67	3	1	144	45288	45824	9.39E-38	137																																												
F6K8L6_CRYNV	NODE_61_121985_cov_14.507197	41.975	243	91	5	1	194	45294	46019	6.61E-53	181																																												
FUZ7_USTMA	NODE_101_95736_cov_14.686191	45.528	246	88	4	131	374	19408	18803	1.04E-85	213																																												
GBB_CRYPA	NODE_258_48638_cov_12.846303	73.7	327	52	6	1	294	25190	24213	3.76E-152	471																																												
GEL1_ASPFU	NODE_82_109925_cov_15.817210	71.501	393	109	1	1	390	75062	73884	3.89E-175	541																																												
GEL3_ASPFU	NODE_577_10138_cov_14.892718	52.083	432	183	6	1	411	6375	5089	9.38E-136	432																																												
GPA1_USTMA	NODE_261_48164_cov_13.060016	81.159	138	26	0	95	232	37428	37841	5.98E-93	242																																												
GPA2_USTMA	NODE_156_75747_cov_12.675231	44.746	295	161	2	4	296	33066	33950	2.07E-85	279																																												
GPA3_USTMA	NODE_150_77818_cov_14.374664	43.077	325	113	5	1	262	2267	3214	1.67E-74	237																																												
GPA4_USTMA	NODE_156_75747_cov_12.675231	33.824	272	157	8	250	514	33171	33938	3.73E-38	150																																												
HEM3_CANAL	NODE_38_146689_cov_14.597099	47.541	244	121	2	35	271	120492	121223	3.87E-59	203																																												
HOG1_BOTFB	NODE_90_102663_cov_14.310154	76.833	341	23	3	1	285	100672	99650	2.38E-162	500																																												
HOG1_CANAL	NODE_90_102663_cov_14.310154	65.169	356	65	4	2	301	100678	99620	1.39E-140	439																																												
HOG1_CRYPA	NODE_90_102663_cov_14.310154	75.14	358	29	5	1	298	100672	99599	5.71E-171	525																																												
HSP90_CANAL	NODE_160_72784_cov_15.852499	78.67	436	91	1	212	647	4420	3119	0	604																																												
IRS4_CANAL	NODE_12_197614_cov_14.624102	36.242	149	56	4	417	565	172475	172804	1.31E-20	97.1																																												
KAPR_USTMA	NODE_252_50437_cov_14.707335	42.718	309	157	9	100	404	44409	45287	2.37E-64	225																																												
KATG_PENMA	NODE_67_119962_cov_13.977953	72.023	697	172	3	1	679	87652	89727	0	1015																																												
KRE2_CANAL	NODE_121_88035_cov_15.589787	61.722	209	80	0	47	255	85762	85136	2.17E-118	290																																												
LAA1_YEAST	NODE_20_180164_cov_15.436855	23.407	722	470	19	1262	1917	71419	73533	2.93E-45	181																																												
LAP1_ARTBC	NODE_391_29751_cov_15.088206	52.203	295	141	0	16	310	11085	10201	4.44E-104	333																																												
LAP1_ARTOC	NODE_391_29751_cov_15.088206	54.237	295	135	0	16	310	11085	10201	2.93E-100	323																																												
LAP1_TRIEQ	NODE_391_29751_cov_15.088206	52.542	295	140	0	16	310	11085	10201	3.84E-102	328																																												
LAP1_TRIRU	NODE_391_29751_cov_15.088206	52.203	295	141	0	16	310	11085	10201	1.06E-101	327																																												
LAP1_TRITO	NODE_391_29751_cov_15.088206	52.542	295	140	0	16	310	11085	10201	3.84E-102	328																																												
LAP1_TRIVH	NODE_391_29751_cov_15.088206	52.542	295	140	0	16	310	11085	10201	4.75E-104	333																																												
LAP2_ARTBC	NODE_52_127266_cov_14.835794	29.412	153	93	4	152	289	5071	5529	1.13E-04	44.7																																												
LAP2_ARTOC	NODE_391_29751_cov_15.088206	32.727	110	59	4	179	275	10842	10519	4.03E-08	55.8																																												
