q seq id	s seq id	percent id	length	mismatch	gap open	q start	q end	s start	s end	e-value	bit score 
g1675	lcl|NW_015622827.1_prot_XP_016258684.1_10427	100	513	0	0	1	513	85	597	0	1074
g1676	lcl|NW_015622827.1_prot_XP_016258686.1_10429	100	315	0	0	536	850	19	333	0	651
g1677	lcl|NW_015622827.1_prot_XP_016258688.1_10431	100	133	0	0	1	133	79	211	4.25E-96	274
g1678	lcl|NW_015622827.1_prot_XP_016258690.1_10433	100	825	0	0	1	825	79	903	0	1704
g1679	lcl|NW_015622827.1_prot_XP_016258692.1_10435	100	229	0	0	1	229	79	307	9.54E-169	466
g168	lcl|NW_015622823.1_prot_XP_016261888.1_7958	45.663	392	211	1	4	393	39	430	6.80E-131	382
g1681	lcl|NW_015622827.1_prot_XP_016258693.1_10436	99.767	430	1	0	1	430	79	508	0	875
g1682	lcl|NW_015622827.1_prot_XP_016258694.1_10437	100	294	0	0	1	294	79	372	0	602
g1683	lcl|NW_015622827.1_prot_XP_016258695.1_10438	100	701	0	0	1	701	79	779	0	1454
g1684	lcl|NW_015622827.1_prot_XP_016258696.1_10439	100	491	0	0	1	491	79	569	0	1029
g1685	lcl|NW_015622827.1_prot_XP_016258699.1_10442	100	659	0	0	1096	1754	11	669	0	1364
g1686	lcl|NW_015622827.1_prot_XP_016258700.1_10443	100	405	0	0	1	405	79	483	0	827
g1688	lcl|NW_015622827.1_prot_XP_016258702.1_10445	100	404	0	0	1	404	43	446	0	835
g1689	lcl|NW_015622827.1_prot_XP_016258703.1_10446	99.614	518	2	0	1	518	79	596	0	1063
g169	lcl|NW_015622825.1_prot_XP_016260275.1_9517	58.974	195	79	1	1	194	27	221	2.08E-77	230
g1690	lcl|NW_015622827.1_prot_XP_016258705.1_10447	100	226	0	0	1	226	155	380	5.28E-168	466
g1691	lcl|NW_015622827.1_prot_XP_016258706.1_10449	100	126	0	0	1	126	126	251	3.24E-92	265
g1693	lcl|NW_015622827.1_prot_XP_016258707.1_10450	100	273	0	0	1	273	77	349	0	575
g1696	lcl|NW_015622827.1_prot_XP_016258708.1_10451	100	69	0	0	1	69	79	147	1.29E-46	144
g1697	lcl|NW_015622827.1_prot_XP_016258709.1_10452	100	405	0	0	1	405	79	483	0	829
g1698	lcl|NW_015622827.1_prot_XP_016258710.1_10453	100	458	0	0	1	458	79	536	0	949
g1699	lcl|NW_015622827.1_prot_XP_016258711.1_10454	100	1795	0	0	1	1795	79	1873	0	3729
g17	lcl|NW_015622830.1_prot_XP_016257635.1_11565	100	721	0	0	1	721	79	799	0	1496
g170	lcl|NW_015622818.1_prot_XP_016267746.1_243	100	385	0	0	1	385	79	463	0	800
g1700	lcl|NW_015622827.1_prot_XP_016258712.1_10455	100	378	0	0	1	378	79	456	0	782
g1701	lcl|NW_015622827.1_prot_XP_016258713.1_10456	100	253	0	0	1	253	79	331	0	520
g1702	lcl|NW_015622827.1_prot_XP_016258714.1_10457	100	339	0	0	1	339	43	381	0	682
g1703	lcl|NW_015622827.1_prot_XP_016258715.1_10458	100	385	0	0	1	385	79	463	0	811
g1704	lcl|NW_015622827.1_prot_XP_016258716.1_10459	100	361	0	0	1	361	79	439	0	744
g1705	lcl|NW_015622827.1_prot_XP_016258717.1_10460	100	549	0	0	1	549	79	627	0	1125
g1706	lcl|NW_015622827.1_prot_XP_016258718.1_10461	100	269	0	0	1	269	79	347	0	503
g1707	lcl|NW_015622827.1_prot_XP_016258719.1_10462	99.807	519	1	0	1	519	79	597	0	1075
g1708	lcl|NW_015622827.1_prot_XP_016258721.1_10463	100	99	0	0	1	99	79	177	3.29E-71	208
g1709	lcl|NW_015622827.1_prot_XP_016258720.1_10464	100	148	0	0	1	148	71	218	9.32E-106	299
g171	lcl|NW_015622818.1_prot_XP_016267747.1_244	96.535	202	3	1	1	202	79	276	4.26E-143	399
g1710	lcl|NW_015622827.1_prot_XP_016258722.1_10465	100	360	0	0	1	360	143	502	0	736
g1711	lcl|NW_015622827.1_prot_XP_016258724.1_10467	100	473	0	0	376	848	1	473	0	980
g1712	lcl|NW_015622827.1_prot_XP_016258725.1_10468	100	204	0	0	1	204	79	282	1.13E-154	428
g1713	lcl|NW_015622827.1_prot_XP_016258726.1_10469	95.789	570	6	1	1	570	79	630	0	1123
g1714	lcl|NW_015622827.1_prot_XP_016258727.1_10470	100	253	0	0	1	253	175	427	0	530
g1715	lcl|NW_015622827.1_prot_XP_016258728.1_10471	98.646	443	0	1	1	443	79	515	0	865
g1716	lcl|NW_015622827.1_prot_XP_016258729.1_10472	100	309	0	0	1	309	79	387	0	614
g1717	lcl|NW_015622827.1_prot_XP_016258730.1_10473	100	367	0	0	1	367	79	445	0	755
g1719	lcl|NW_015622827.1_prot_XP_016258731.1_10474	100	721	0	0	1	721	79	799	0	1464
g172	lcl|NW_015622818.1_prot_XP_016267748.1_245	100	249	0	0	1	249	79	327	2.11E-175	484
g1720	lcl|NW_015622827.1_prot_XP_016258732.1_10475	100	151	0	0	1	151	79	229	5.95E-111	313
g1721	lcl|NW_015622827.1_prot_XP_016258733.1_10476	100	490	0	0	1	490	79	568	0	989
g1722	lcl|NW_015622827.1_prot_XP_016258734.1_10477	100	228	0	0	1	228	79	306	7.41E-168	463
g1723	lcl|NW_015622827.1_prot_XP_016258735.1_10478	100	68	0	0	1	68	79	146	1.56E-43	136
g1724	lcl|NW_015622827.1_prot_XP_016258736.1_10479	100	431	0	0	1	431	79	509	0	892
g1725	lcl|NW_015622827.1_prot_XP_016258737.1_10480	98.128	374	1	1	1	368	79	452	0	746
g1726	lcl|NW_015622827.1_prot_XP_016258738.1_10481	100	281	0	0	1	281	79	359	0	566
g1727	lcl|NW_015622822.1_prot_XP_016262913.1_6859	47.541	61	32	0	1	61	93	153	2.55E-14	62
g1728	lcl|NW_015622827.1_prot_XP_016258739.1_10482	98.936	94	1	0	1	94	79	172	3.70E-63	199
g1729	lcl|NW_015622823.1_prot_XP_016261761.1_7831	100	237	0	0	1	237	443	679	2.19E-168	479
g173	lcl|NW_015622818.1_prot_XP_016267750.1_246	100	225	0	0	1	225	79	303	1.23E-168	465
g1730	lcl|NW_015622823.1_prot_XP_016261760.1_7830	100	589	0	0	1	589	43	631	0	1205
g1731	lcl|NW_015622823.1_prot_XP_016261759.1_7829	100	254	0	0	1	254	79	332	0	518
g1732	lcl|NW_015622823.1_prot_XP_016261758.1_7828	100	233	0	0	1	233	268	500	4.94E-173	484
g1733	lcl|NW_015622823.1_prot_XP_016261757.1_7827	100	183	0	0	1	183	79	261	1.11E-137	383
g1734	lcl|NW_015622832.1_prot_XP_016257245.1_11781	49.257	471	219	8	1	454	92	559	2.88E-146	427
g1735	lcl|NW_015622821.1_prot_XP_016264455.1_5799	52	475	219	4	1	471	86	555	2.87E-172	494
g1736	lcl|NW_015622823.1_prot_XP_016261756.1_7826	100	303	0	0	1	303	79	381	0	623
g1737	lcl|NW_015622823.1_prot_XP_016261755.1_7825	100	121	0	0	1	121	79	199	2.01E-85	246
g1738	lcl|NW_015622823.1_prot_XP_016261754.1_7824	100	1025	0	0	1	1025	79	1103	0	2088
g1739	lcl|NW_015622823.1_prot_XP_016261753.1_7823	100	409	0	0	1	409	104	512	0	831
g174	lcl|NW_015622818.1_prot_XP_016267749.1_247	100	368	0	0	1	368	79	446	0	769
g1740	lcl|NW_015622823.1_prot_XP_016261752.1_7822	100	200	0	0	1	200	79	278	3.11E-151	419
g1741	lcl|NW_015622823.1_prot_XP_016261751.1_7821	98.951	667	1	1	1	667	79	739	0	1362
g1742	lcl|NW_015622823.1_prot_XP_016261750.1_7820	100	557	0	0	1	557	79	635	0	1146
g1743	lcl|NW_015622823.1_prot_XP_016261749.1_7819	97.203	143	4	0	1	143	79	221	1.35E-99	285
g1744	lcl|NW_015622823.1_prot_XP_016261748.1_7818	100	568	0	0	1	568	79	646	0	1175
g1745	lcl|NW_015622823.1_prot_XP_016261747.1_7817	99.371	159	1	0	386	544	14	172	2.00E-108	320
g1746	lcl|NW_015622824.1_prot_XP_016261042.1_8838	30	480	309	11	112	573	179	649	1.97E-55	201
g1747	lcl|NW_015622823.1_prot_XP_016261745.1_7815	100	513	0	0	1	513	79	591	0	1059
g1748	lcl|NW_015622823.1_prot_XP_016261744.1_7814	100	269	0	0	1	269	79	347	0	564
g1749	lcl|NW_015622830.1_prot_XP_016257702.1_11632	35.294	85	46	2	1	84	70	146	1.34E-06	43.5
g175	lcl|NW_015622818.1_prot_XP_016267751.1_248	100	227	0	0	1	227	79	305	1.63E-171	473
g1750	lcl|NW_015622823.1_prot_XP_016261743.1_7813	100	307	0	0	1	307	79	385	0	619
g1751	lcl|NW_015622823.1_prot_XP_016261742.1_7812	100	336	0	0	1	336	1	336	0	681
g1752	lcl|NW_015622823.1_prot_XP_016261741.1_7811	100	462	0	0	1	462	79	540	0	929
g1753	lcl|NW_015622823.1_prot_XP_016261740.1_7810	100	338	0	0	1	338	79	416	0	701
g1754	lcl|NW_015622820.1_prot_XP_016264813.1_3358	33.216	283	181	4	9	291	42	316	5.19E-43	151
g1755	lcl|NW_015622823.1_prot_XP_016261739.1_7809	100	276	0	0	1	276	79	354	0	580
g1756	lcl|NW_015622823.1_prot_XP_016261738.1_7808	100	370	0	0	1	370	152	521	0	765
g1757	lcl|NW_015622823.1_prot_XP_016261736.1_7806	100	623	0	0	1	623	98	720	0	1293
g1758	lcl|NW_015622823.1_prot_XP_016261735.1_7805	100	180	0	0	1	180	79	258	9.26E-100	287
g1759	lcl|NW_015622823.1_prot_XP_016261734.1_7804	100	469	0	0	1	469	79	547	0	961
g176	lcl|NW_015622818.1_prot_XP_016267752.1_249	100	148	0	0	1	148	79	226	9.88E-110	310
g1760	lcl|NW_015622823.1_prot_XP_016261733.1_7803	100	230	0	0	1	230	79	308	7.41E-170	469
g1762	lcl|NW_015622823.1_prot_XP_016261732.1_7802	100	692	0	0	1	692	79	770	0	1443
g1763	lcl|NW_015622823.1_prot_XP_016261731.1_7801	100	347	0	0	1	347	79	425	0	712
g1764	lcl|NW_015622823.1_prot_XP_016261730.1_7800	100	335	0	0	1	335	79	413	0	693
g1765	lcl|NW_015622828.1_prot_XP_016258277.1_11073	35.484	62	37	1	2	63	69	127	3.82E-08	45.4
g1766	lcl|NW_015622823.1_prot_XP_016261728.1_7798	100	575	0	0	588	1162	1	575	0	1199
g1767	lcl|NW_015622826.1_prot_XP_016259598.1_10124	52.23	538	247	5	2	534	78	610	0	537
g1768	lcl|NW_015622826.1_prot_XP_016259595.1_10123	38.462	442	269	2	1	440	85	525	3.77E-107	326
g1769	lcl|NW_015622823.1_prot_XP_016261727.1_7797	100	205	0	0	1	205	79	283	1.22E-153	426
g1770	lcl|NW_015622823.1_prot_XP_016261726.1_7796	100	362	0	0	1	362	79	440	0	759
g1771	lcl|NW_015622823.1_prot_XP_016261725.1_7795	100	462	0	0	1	462	79	540	0	938
g1772	lcl|NW_015622823.1_prot_XP_016261724.1_7794	100	620	0	0	509	1128	55	674	0	1275
g1773	lcl|NW_015622823.1_prot_XP_016261722.1_7792	100	133	0	0	1	133	79	211	3.91E-91	261
g1775	lcl|NW_015622823.1_prot_XP_016261719.1_7789	100	287	0	0	1963	2249	1	287	0	583
g1777	lcl|NW_015622823.1_prot_XP_016261718.1_7788	100	659	0	0	138	796	4	662	0	1362
g1778	lcl|NW_015622823.1_prot_XP_016261715.1_7785	100	139	0	0	1	139	79	217	7.27E-96	274
g1779	lcl|NW_015622823.1_prot_XP_016261714.1_7784	100	324	0	0	1	324	79	402	0	660
g178	lcl|NW_015622818.1_prot_XP_016267753.1_250	100	395	0	0	1	395	79	473	0	821
g1780	lcl|NW_015622823.1_prot_XP_016261713.1_7783	100	1266	0	0	1	1266	79	1344	0	2627
g1781	lcl|NW_015622823.1_prot_XP_016261712.1_7782	100	609	0	0	1	609	79	687	0	1238
g1782	lcl|NW_015622823.1_prot_XP_016261711.1_7781	100	2044	0	0	1	2044	33	2076	0	4224
g1783	lcl|NW_015622823.1_prot_XP_016261710.1_7780	100	614	0	0	1	614	79	692	0	1266
g1784	lcl|NW_015622823.1_prot_XP_016261709.1_7779	100	375	0	0	1	375	79	453	0	753
g1785	lcl|NW_015622823.1_prot_XP_016261708.1_7778	100	66	0	0	1	66	131	196	5.33E-44	139
g1786	lcl|NW_015622823.1_prot_XP_016261707.1_7777	100	549	0	0	1	549	76	624	0	1132
g1787	lcl|NW_015622823.1_prot_XP_016261706.1_7776	100	82	0	0	1	82	79	160	3.77E-56	169
g1788	lcl|NW_015622823.1_prot_XP_016261705.1_7775	100	593	0	0	1	593	79	671	0	1223
g1789	lcl|NW_015622823.1_prot_XP_016261704.1_7774	94.348	230	0	1	14	243	70	286	1.43E-154	430
g179	lcl|NW_015622818.1_prot_XP_016267754.1_251	100	184	0	0	1	184	79	262	3.08E-137	382
g1790	lcl|NW_015622819.1_prot_XP_016267455.1_3108	100	3443	0	0	1	3443	2034	5476	0	6976
g1791	lcl|NW_015622819.1_prot_XP_016267457.1_3110	100	785	0	0	1	785	79	863	0	1635
g1792	lcl|NW_015622819.1_prot_XP_016267459.1_3112	100	480	0	0	1	480	79	558	0	981
g1793	lcl|NW_015622819.1_prot_XP_016267461.1_3114	100	281	0	0	1	281	79	359	0	596
g1794	lcl|NW_015622819.1_prot_XP_016267462.1_3115	100	495	0	0	1	495	79	573	0	1031
g1795	lcl|NW_015622819.1_prot_XP_016267463.1_3116	100	52	0	0	1	52	79	130	3.84E-31	103
g1796	lcl|NW_015622819.1_prot_XP_016267464.1_3117	100	197	0	0	1	197	79	275	1.05E-144	402
g1797	lcl|NW_015622819.1_prot_XP_016267465.1_3118	100	607	0	0	1	607	79	685	0	1258
g1798	lcl|NW_015622819.1_prot_XP_016267466.1_3119	100	490	0	0	1	490	108	597	0	1007
g1799	lcl|NW_015622819.1_prot_XP_016267467.1_3120	100	429	0	0	1	429	79	507	0	882
g18	lcl|NW_015622830.1_prot_XP_016257634.1_11564	100	264	0	0	1	264	79	342	0	535
g180	lcl|NW_015622818.1_prot_XP_016267755.1_252	90.079	252	1	1	1	228	79	330	2.70E-165	460
g1800	lcl|NW_015622823.1_prot_XP_016261198.1_7268	53.359	521	233	4	1	512	77	596	0	577
g1801	lcl|NW_015622819.1_prot_XP_016267468.1_3121	100	208	0	0	1	208	375	582	5.76E-148	422
g1802	lcl|NW_015622819.1_prot_XP_016267468.1_3121	100	207	0	0	1	207	79	285	1.16E-152	434
g1803	lcl|NW_015622824.1_prot_XP_016260311.1_8107	64.644	478	161	4	3	474	81	556	0	651
g1804	lcl|NW_015622866.1_prot_XP_016256242.1_12919	30.047	213	129	5	1	199	73	279	1.10E-24	97.8
g1805	lcl|NW_015622819.1_prot_XP_016267469.1_3122	99.75	800	2	0	7	806	38	837	0	1656
g1806	lcl|NW_015622829.1_prot_XP_016257926.1_11435	40.816	490	283	5	117	604	25	509	3.93E-131	394
g1807	lcl|NW_015622823.1_prot_XP_016261918.1_7988	52.706	425	197	2	1	424	79	500	2.96E-166	475
g1808	lcl|NW_015622821.1_prot_XP_016263469.1_4813	42.857	350	178	5	1	330	82	429	1.75E-86	269
g1809	lcl|NW_015622819.1_prot_XP_016266058.1_1711	30.259	347	217	9	6	338	48	383	5.71E-46	159
g181	lcl|NW_015622818.1_prot_XP_016267756.1_253	100	121	0	0	1	121	79	199	8.30E-87	249
g1810	lcl|NW_015622819.1_prot_XP_016267471.1_3124	100	55	0	0	1	55	77	131	9.60E-35	120
g1811	lcl|NW_015622819.1_prot_XP_016267472.1_3125	100	448	0	0	1	448	79	526	0	922
g1812	lcl|NW_015622819.1_prot_XP_016267473.1_3126	100	150	0	0	1	150	82	231	1.14E-107	308
g1813	lcl|NW_015622819.1_prot_XP_016267475.1_3128	100	718	0	0	1	718	79	796	0	1488
g1814	lcl|NW_015622819.1_prot_XP_016267477.1_3129	100	132	0	0	1	132	79	210	2.46E-98	280
g1815	lcl|NW_015622819.1_prot_XP_016267476.1_3130	100	410	0	0	1	410	79	488	0	849
g1816	lcl|NW_015622819.1_prot_XP_016267478.1_3131	100	182	0	0	1	182	79	260	1.05E-134	375
g1817	lcl|NW_015622869.1_prot_XP_016256210.1_12954	32.932	498	294	12	104	571	36	523	2.09E-74	245
g1818	lcl|NW_015622819.1_prot_XP_016267479.1_3132	97.161	634	15	1	23	656	33	663	0	1268
g1819	lcl|NW_015622819.1_prot_XP_016267480.1_3133	100	628	0	0	1	628	79	706	0	1296
g182	lcl|NW_015622818.1_prot_XP_016267759.1_256	100	891	0	0	1	891	79	969	0	1824
g1820	lcl|NW_015622819.1_prot_XP_016267482.1_3135	99.844	643	1	0	53	695	8	650	0	1314
g1821	lcl|NW_015622819.1_prot_XP_016267485.1_3138	100	584	0	0	595	1178	1	584	0	1207
g1822	lcl|NW_015622818.1_prot_XP_016269067.1_1564	31.818	154	100	2	34	187	149	297	1.89E-18	81.3
g1823	lcl|NW_015622819.1_prot_XP_016267486.1_3139	100	179	0	0	1	179	79	257	1.44E-132	370
g1824	lcl|NW_015622819.1_prot_XP_016267487.1_3140	100	434	0	0	1	434	79	512	0	902
g1825	lcl|NW_015622832.1_prot_XP_016257232.1_11768	61.667	420	160	1	1	419	80	499	0	517
g1826	lcl|NW_015622821.1_prot_XP_016263996.1_5340	47.93	459	198	5	19	473	92	513	1.39E-141	415
g1827	lcl|NW_015622824.1_prot_XP_016260548.1_8344	31.562	320	207	5	25	339	100	412	4.88E-52	177
g1828	lcl|NW_015622821.1_prot_XP_016263262.1_4606	69.643	280	84	1	387	665	5	284	6.27E-141	413
g1829	lcl|NW_015622822.1_prot_XP_016262170.1_6116	54.255	282	129	0	1	282	79	360	1.47E-99	295
g183	lcl|NW_015622818.1_prot_XP_016267761.1_258	100	313	0	0	1	313	79	391	0	644
g1831	lcl|NW_015622819.1_prot_XP_016267489.1_3142	100	530	0	0	473	1002	1	530	0	1085
g1832	lcl|NW_015622819.1_prot_XP_016267490.1_3143	88.836	421	7	2	1	381	66	486	0	743
g1833	lcl|NW_015622819.1_prot_XP_016267492.1_3146	89.731	633	38	5	201	815	11	634	0	1131
g1834	lcl|NW_015622819.1_prot_XP_016267494.1_3147	100	579	0	0	1	579	79	657	0	1166
g1835	lcl|NW_015622819.1_prot_XP_016267495.1_3148	99.534	429	2	0	1	429	79	507	0	871
g1836	lcl|NW_015622819.1_prot_XP_016267496.1_3149	100	193	0	0	50	242	1	193	3.40E-145	402
g1837	lcl|NW_015622819.1_prot_XP_016267500.1_3153	100	489	0	0	1	489	79	567	0	989
g1838	lcl|NW_015622819.1_prot_XP_016267501.1_3154	96.25	160	0	1	1	154	102	261	2.70E-108	308
g1839	lcl|NW_015622819.1_prot_XP_016267502.1_3155	100	366	0	0	1	366	79	444	0	765
g184	lcl|NW_015622818.1_prot_XP_016267762.1_259	100	89	0	0	1	89	79	167	1.89E-56	170
g1840	lcl|NW_015622818.1_prot_XP_016267635.1_132	100	2046	0	0	1	2046	629	2674	0	4147
g1841	lcl|NW_015622818.1_prot_XP_016267636.1_133	100	830	0	0	1	830	79	908	0	1714
g1844	lcl|NW_015622818.1_prot_XP_016267637.1_134	99.874	794	1	0	1	794	79	872	0	1649
g1845	lcl|NW_015622818.1_prot_XP_016267638.1_135	100	117	0	0	1	117	79	195	4.51E-84	242
g1846	lcl|NW_015622818.1_prot_XP_016267640.1_137	100	39	0	0	1	39	79	117	1.09E-23	83.6
g1847	lcl|NW_015622818.1_prot_XP_016267641.1_138	100	155	0	0	1	155	79	233	2.58E-114	322
g1848	lcl|NW_015622818.1_prot_XP_016267642.1_139	100	466	0	0	1	466	79	544	0	960
g185	lcl|NW_015622818.1_prot_XP_016267763.1_260	100	35	0	0	1	35	79	113	2.37E-19	72.4
g1850	lcl|NW_015622818.1_prot_XP_016267643.1_140	99.755	408	0	1	1	408	82	488	0	822
g1851	lcl|NW_015622818.1_prot_XP_016267644.1_141	100	542	0	0	1	542	73	614	0	1140
g1852	lcl|NW_015622818.1_prot_XP_016267645.1_142	100	867	0	0	1	867	79	945	0	1788
g1853	lcl|NW_015622818.1_prot_XP_016267646.1_143	100	474	0	0	1	474	79	552	0	996
g1854	lcl|NW_015622818.1_prot_XP_016267647.1_144	100	359	0	0	1	359	92	450	0	742
g1855	lcl|NW_015622818.1_prot_XP_016267648.1_145	95.238	147	7	0	1	147	79	225	1.17E-96	291
g1856	lcl|NW_015622822.1_prot_XP_016262940.1_6886	97.561	41	1	0	18	58	96	136	3.46E-08	45.8
g1857	lcl|NW_015622822.1_prot_XP_016262939.1_6885	100	190	0	0	1	190	79	268	3.08E-130	365
g1858	lcl|NW_015622822.1_prot_XP_016262938.1_6884	100	278	0	0	1	278	79	356	0	559
g1859	lcl|NW_015622822.1_prot_XP_016262937.1_6883	100	775	0	0	1	775	79	853	0	1609
g186	lcl|NW_015622818.1_prot_XP_016267764.1_261	100	200	0	0	1	200	79	278	4.98E-152	421
g1860	lcl|NW_015622822.1_prot_XP_016262936.1_6882	100	292	0	0	1	292	79	370	0	615
g1862	lcl|NW_015622822.1_prot_XP_016262044.1_5990	54.959	242	106	1	4	242	80	321	3.19E-95	281
g1863	lcl|NW_015622822.1_prot_XP_016262935.1_6881	100	673	0	0	1	673	79	751	0	1399
g1864	lcl|NW_015622822.1_prot_XP_016262934.1_6880	100	528	0	0	1	528	79	606	0	1060
g1865	lcl|NW_015622822.1_prot_XP_016262933.1_6879	97.638	127	3	0	1	127	82	208	7.67E-90	262
g1866	lcl|NW_015622822.1_prot_XP_016262932.1_6878	100	695	0	0	1	695	79	773	0	1435
g1867	lcl|NW_015622822.1_prot_XP_016262931.1_6877	100	452	0	0	1	452	79	530	0	942
g1868	lcl|NW_015622822.1_prot_XP_016262930.1_6876	100	805	0	0	1	805	158	962	0	1668
g1869	lcl|NW_015622822.1_prot_XP_016262927.1_6873	100	309	0	0	1	309	79	387	0	649
g187	lcl|NW_015622818.1_prot_XP_016267766.1_263	100	370	0	0	1	370	75	444	0	768
g1870	lcl|NW_015622822.1_prot_XP_016262926.1_6872	100	463	0	0	1	463	79	541	0	946
g1871	lcl|NW_015622822.1_prot_XP_016262925.1_6871	100	168	0	0	1	168	79	246	4.69E-127	355
g1872	lcl|NW_015622822.1_prot_XP_016262924.1_6870	100	600	0	0	1	600	79	678	0	1254
g1873	lcl|NW_015622822.1_prot_XP_016262923.1_6869	100	520	0	0	1	520	79	598	0	1061
g1874	lcl|NW_015622822.1_prot_XP_016262921.1_6868	100	455	0	0	1	455	79	533	0	934
g1875	lcl|NW_015622822.1_prot_XP_016262920.1_6866	100	591	0	0	1	591	79	669	0	1217
g1876	lcl|NW_015622822.1_prot_XP_016262919.1_6865	100	277	0	0	1	277	79	355	0	582
g1877	lcl|NW_015622822.1_prot_XP_016262918.1_6864	100	192	0	0	1	192	79	270	1.76E-145	404
g1878	lcl|NW_015622821.1_prot_XP_016264566.1_5910	54.105	475	196	7	1	460	98	565	2.22E-177	508
g1879	lcl|NW_015622822.1_prot_XP_016262916.1_6863	99.739	765	2	0	891	1655	3	767	0	1568
g188	lcl|NW_015622820.1_prot_XP_016264696.1_3241	30.263	76	51	1	56	129	159	234	7.42E-06	42.7
g1880	lcl|NW_015622822.1_prot_XP_016262914.1_6860	100	251	0	0	1	251	79	329	0	518
g1881	lcl|NW_015622822.1_prot_XP_016262913.1_6859	100	83	0	0	1	83	79	161	1.20E-55	167
g1882	lcl|NW_015622822.1_prot_XP_016262912.1_6858	100	401	0	0	1	401	79	479	0	823
g1883	lcl|NW_015622822.1_prot_XP_016262911.1_6857	100	322	0	0	1	322	75	396	0	676
g1884	lcl|NW_015622822.1_prot_XP_016262910.1_6856	96.825	315	0	1	1	315	79	383	0	638
g1886	lcl|NW_015622822.1_prot_XP_016262909.1_6855	100	250	0	0	1	250	79	328	0	520
g1887	lcl|NW_015622822.1_prot_XP_016262907.1_6854	100	270	0	0	1	270	79	348	0	556
g1888	lcl|NW_015622822.1_prot_XP_016262906.1_6852	100	1410	0	0	1	1410	79	1488	0	2942
g1889	lcl|NW_015622822.1_prot_XP_016262905.1_6851	100	1050	0	0	1	1050	163	1212	0	2172
g189	lcl|NW_015622818.1_prot_XP_016267767.1_264	100	462	0	0	1	462	79	540	0	951
g1890	lcl|NW_015622822.1_prot_XP_016262903.1_6850	100	394	0	0	19	412	79	472	0	818
g1891	lcl|NW_015622822.1_prot_XP_016262902.1_6848	100	84	0	0	1	84	79	162	1.11E-57	173
g1892	lcl|NW_015622822.1_prot_XP_016262901.1_6847	100	1678	0	0	1	1678	79	1756	0	3411
g1893	lcl|NW_015622822.1_prot_XP_016262900.1_6846	91.92	953	16	3	127	1018	5	957	0	1783
g1894	lcl|NW_015622822.1_prot_XP_016262897.1_6843	100	445	0	0	1	445	79	523	0	919
g1895	lcl|NW_015622822.1_prot_XP_016262894.1_6840	100	215	0	0	1	215	594	808	7.92E-152	440
g1896	lcl|NW_015622822.1_prot_XP_016262295.1_6241	100	325	0	0	1	325	94	418	0	678
g1897	lcl|NW_015622822.1_prot_XP_016262297.1_6243	100	79	0	0	1	79	79	157	3.53E-52	162
g1898	lcl|NW_015622822.1_prot_XP_016262298.1_6244	100	168	0	0	1	168	60	227	3.50E-122	342
g1899	lcl|NW_015622822.1_prot_XP_016262299.1_6245	100	877	0	0	117	993	1	877	0	1796
g19	lcl|NW_015622830.1_prot_XP_016257633.1_11563	100	218	0	0	1	218	79	296	8.71E-160	442
g190	lcl|NW_015622818.1_prot_XP_016267769.1_266	100	301	0	0	1	301	79	379	0	628
g1900	lcl|NW_015622822.1_prot_XP_016262300.1_6246	100	456	0	0	1	456	96	551	0	944
g1901	lcl|NW_015622822.1_prot_XP_016262301.1_6247	100	226	0	0	1	226	79	304	9.32E-166	458
g1902	lcl|NW_015622822.1_prot_XP_016262302.1_6248	100	1666	0	0	1	1666	79	1744	0	3373
g1903	lcl|NW_015622822.1_prot_XP_016262303.1_6249	100	1242	0	0	1	1242	79	1320	0	2513
g1904	lcl|NW_015622822.1_prot_XP_016262304.1_6250	100	313	0	0	1	313	79	391	0	645
g1905	lcl|NW_015622822.1_prot_XP_016262305.1_6251	100	562	0	0	1	562	79	640	0	1132
g1906	lcl|NW_015622822.1_prot_XP_016262306.1_6252	100	849	0	0	1	849	116	964	0	1754
g1907	lcl|NW_015622822.1_prot_XP_016262307.1_6253	100	65	0	0	1	65	79	143	4.69E-44	137
g1908	lcl|NW_015622822.1_prot_XP_016262308.1_6254	100	244	0	0	1	244	79	322	0	500
g1909	lcl|NW_015622823.1_prot_XP_016261574.1_7644	45.946	222	116	1	1	222	75	292	4.32E-68	210
g191	lcl|NW_015622818.1_prot_XP_016267770.1_267	99.882	846	1	0	1	846	79	924	0	1719
g1910	lcl|NW_015622825.1_prot_XP_016259848.1_9090	51.812	552	262	2	1	548	69	620	0	611
g1911	lcl|NW_015622822.1_prot_XP_016262309.1_6255	100	461	0	0	1	461	128	588	0	961
g1912	lcl|NW_015622830.1_prot_XP_016257688.1_11618	46.409	181	81	3	1	174	83	254	3.62E-46	150
g1913	lcl|NW_015622818.1_prot_XP_016268652.1_1149	47.677	409	199	4	2	403	80	480	1.39E-127	375
g1914	lcl|NW_015622835.1_prot_XP_016256934.1_12171	41.218	427	234	6	1	418	82	500	6.54E-101	317
g1915	lcl|NW_015622827.1_prot_XP_016258740.1_10483	49.9	501	222	11	91	567	49	544	5.65E-150	453
g1916	lcl|NW_015622822.1_prot_XP_016262310.1_6256	100	925	0	0	1	925	79	1003	0	1870
g1917	lcl|NW_015622822.1_prot_XP_016262311.1_6257	100	635	0	0	1	635	79	713	0	1308
g1918	lcl|NW_015622822.1_prot_XP_016262313.1_6259	96.657	658	0	1	1	636	79	736	0	1318
